#,Time,Title,_source_page,_wiki_api,biome_category,game,_matched_categories,final_category,Name,Played in,col2,Location,Mark,Artist,Year,_ext_links
,,Off the Beaten Path,BgmPL,,unclassified,MapleStory,,,,,,Eluna Unexplored Area,PL_Eluna,ASTERIA,2017,['https://www.youtube.com/watch?v=53Ih3hmzr1c']
,,Abrup,BgmPL2,,unclassified,MapleStory,,,,,,Monad: Abrup Basin,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=XT3xr3XouDE']
,,Fragment of Fears,BgmPL2,,unclassified,MapleStory,,,,,,Monad storyline,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=Zzx8UXRZ8rQ']
,,Assault!,BgmPL2,,unclassified,MapleStory,,,,,,Monad battle theme,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=d4pdDMxdgxQ']
,,Fallen Things,BgmPL2,,unclassified,MapleStory,,,,,,Monad: Act 1 Kaptafel Ashes,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=45BJJKZwCSs']
,,Julietta,BgmPL2,,unclassified,MapleStory,,,,,,Monad: Julieta boss theme,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=0PHV9hE03Uk']
,,"Ready, Steady, Solid!",BgmPL2,,unclassified,MapleStory,,,,,,Monad: Skuas,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=xtVLjc3-Ey0']
,,"Ready, Steady, Solid! -instrumental-",BgmPL2,,unclassified,MapleStory,,,,,,Monad: Skuas cutscene,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=nnDUioqF7Wg']
,,Wedding Hall 1,BgmPL2,,unclassified,MapleStory,,,,,,Wedding Hall BGM Style 1,Wedding,ASTERIA,2024,['https://www.youtube.com/watch?v=uTusUDt93XA']
,,Wedding Hall 2,BgmPL2,,unclassified,MapleStory,,,,,,Wedding Hall BGM Style 2,Wedding,ASTERIA,2024,['https://www.youtube.com/watch?v=vq-uCg7Xrnw']
,,Wedding Hall 3,BgmPL2,,unclassified,MapleStory,,,,,,Wedding Hall BGM Style 3,Wedding,ASTERIA,2024,['https://www.youtube.com/watch?v=CJLMno8J2Yk']
,,Honeymoon Resort,BgmPL2,,unclassified,MapleStory,,,,,,Wedding - Honeymoon Resort,Wedding,ASTERIA,2024,['https://www.youtube.com/watch?v=tP2Vl5k_R1g']
,,Moo Island,BgmPL2,,unclassified,MapleStory,,,,,,Fluffy Moo Island,PL_Moo,ASTERIA,2021,['https://www.youtube.com/watch?v=xh3AOLAosEE']
,,Moo Island - Play,BgmPL2,,unclassified,MapleStory,,,,,,Fluffy Moo Island: Moo Ruins,PL_Moo,ASTERIA,2021,['https://www.youtube.com/watch?v=MCKZJ6KUDcU']
,,Moo Island - Rest,BgmPL2,,unclassified,MapleStory,,,,,,Fluffy Moo Island: Moo's Resting Place,PL_Moo,ASTERIA,2021,['https://www.youtube.com/watch?v=gjMrVCh1ZNc']
,,The Veiled Truth,BgmPL2,,unclassified,MapleStory,,,,,,Monad: Act 3 Julieta epilogue,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=EOWkL4YKFHo']
,,Would You Listen to My Story?,BgmPL2,,unclassified,MapleStory,,,,,,Monad: Hawalu's song,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=GsZwtyuWm2E']
,,Would You Listen to My Story? -instrumental-,BgmPL2,,unclassified,MapleStory,,,,,,Monad: Hawalu's song,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=oJw9nleaANQ']
,,The Way to Hope,BgmPL2,,unclassified,MapleStory,,,,,,Monad: Act 1 & 3 storyline,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=ZfzIfNmDO5M']
,,The Sorrowful Way,BgmPL2,,unclassified,MapleStory,,,,,,Monad: Act 1 storyline,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=otoKaKYK62E']
,,The Sorrowful Way -instrumental-,BgmPL2,,unclassified,MapleStory,,,,,,Monad: Act 1 storyline,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=-h8kCcHjuz0']
,,The Way to Hope -instrumental-,BgmPL2,,unclassified,MapleStory,,,,,,Monad: Act 1 & 3 storyline,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=kBO_ea9-UAI']
,,Turbulence,BgmPL2,,unclassified,MapleStory,,,,,,Monad: Abrup Basin cliff,PL_Abrup,ASTERIA,2018,['https://www.youtube.com/watch?v=zmcpx21xxKg']
,,Boat Quay Field,BgmSG,,unclassified,MapleStory,,,,,,Singapore: Boat Quay field,Singapore,StudioEIM,2007,['https://www.youtube.com/watch?v=DLdRypTOm0o']
,,CBD Field,BgmSG,,unclassified,MapleStory,,,,,,Singapore: CBD field,Singapore,StudioEIM,2007,['https://www.youtube.com/watch?v=MvheqAmubR8']
,,Ghost Ship,BgmSG,,unclassified,MapleStory,,,,,,Singapore: Ghost Ship,Singapore,StudioEIM,2007,['https://www.youtube.com/watch?v=cOatjxHHAEw']
,,Meow Defence,BgmSG,,unclassified,MapleStory,,,,,,Santa's Visit: Protect the Land Turtle,KualaLumpur,ASTERIA,2021,['https://www.youtube.com/watch?v=ggwY4Nk3rhA']
,,Meowmas Jingle Bells - Disco,BgmSG,,unclassified,MapleStory,,,,,,Meowmas,Singapore,ASTERIA,2022,['https://www.youtube.com/watch?v=QrPlxl8MGl8']
,,Meowmas Jingle Bells - Jazz,BgmSG,,unclassified,MapleStory,,,,,,Meowmas,Singapore,ASTERIA,2022,['https://www.youtube.com/watch?v=fHX7P8Nnluo']
,,Fly Away -full- (English),BgmSG_Event,,unclassified,MapleStory,,,,,,On Stage chair effect,3019147,ASTERIA,2024,['https://www.youtube.com/watch?v=cqpjoXKRGqk']
,,Lucid in the Dream,BgmSG_Event,,unclassified,MapleStory,,,,,,Lacheln in a Dream (MapleStory Dreamer),lucidDream,ASTERIA,2024,['https://www.youtube.com/watch?v=iCTo0PeJGlc']
,,Lucid in the Dream -reprise-,BgmSG_Event,,unclassified,MapleStory,,,,,,Lacheln in a Dream (MapleStory Dreamer),lucidDream,ASTERIA,2024,['https://www.youtube.com/watch?v=lnd7MS93m1Q']
,,Shining Heart -full- (English),BgmSG_Event,,unclassified,MapleStory,,,,,,On Stage chair effect,3019147,ASTERIA,2024,['https://www.youtube.com/watch?v=vA-B-NdwMi4']
,,Star Bubble -full- (English),BgmSG_Event,,unclassified,MapleStory,,,,,,Angelic Buster's On Stage skill,Pantheon,ASTERIA,2024,['https://www.youtube.com/watch?v=uoigdWiUzFo']
,,1000010,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,1000010 Headset: 1000010 ft. Prod. ZM,1005518,ASTERIA,2020,['https://www.youtube.com/watch?v=k3zYdRpUKzk']
,,Abyss,BgmSG_HeadPhone,,unclassified,MapleStory,sea_underwater|hell,,,,,GOGOA Headset: Mushroom Power ft. Sleedpy Brothers,1005643,ASTERIA,2020,['https://www.youtube.com/watch?v=hoPouBVskg8']
,,AGAIN,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,1000010 Headset: 1000010 ft. Prod. ZM,1005518,ASTERIA,2020,['https://www.youtube.com/watch?v=9t5WXHBBNfY']
,,Drive,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,Vintage101 Headset: Lo-Fi 101 ft. AndLoids,1005645,ASTERIA,2020,['https://www.youtube.com/watch?v=2zVMCzBw3ks']
,,Haven,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,Vintage101 Headset: Lo-Fi 101 ft. AndLoids,1005645,ASTERIA,2020,['https://www.youtube.com/watch?v=ZxwshDpKN-I']
,,Joy to the Maple World,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,X-Mas Headset: Maple Christmas ft. Athena Pierce & Friends,1005642,ASTERIA,2020,['https://www.youtube.com/watch?v=mhR9aIeWa94']
,,Kill Mob 9999,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,Nitro Adrenaline Headset: RUN JMC ft. JM From tha Streetz,1005520,ASTERIA,2020,['https://www.youtube.com/watch?v=hgad1fqdaZc']
,,Mushroom Power,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,GOGOA Headset: Mushroom Power ft. Sleedpy Brothers,1005643,ASTERIA,2020,['https://www.youtube.com/watch?v=e3XvDcjXoe8']
,,Pink Christmas,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,X-Mas Headset: Maple Christmas ft. Athena Pierce & Friends,1005642,ASTERIA,2020,['https://www.youtube.com/watch?v=Xb1jH5hVQMs']
,,Raid,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,Nitro Adrenaline Headset: RUN JMC ft. JM From tha Streetz,1005520,ASTERIA,2020,['https://www.youtube.com/watch?v=wjG9EATMDu8']
,,Shampoo,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,Starlight Headset: Cheer Up ft. Starlight,1005519,ASTERIA,2020,['https://www.youtube.com/watch?v=qSTCL_RGWc0']
,,Show Me tha Meso,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,Nitro Adrenaline Headset: RUN JMC ft. JM From tha Streetz,1005520,ASTERIA,2020,['https://www.youtube.com/watch?v=a0ZBuqABRdU']
,,THE FOOL,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,1000010 Headset: 1000010 ft. Prod. ZM,1005518,ASTERIA,2020,['https://www.youtube.com/watch?v=I_J_G5NoEFo']
,,Together,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,X-Mas Headset: Maple Christmas ft. Athena Pierce & Friends,1005642,ASTERIA,2020,['https://www.youtube.com/watch?v=3dUDJ7gIoO0']
,,Twinkle Twinkle,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,Starlight Headset: Cheer Up ft. Starlight,1005519,ASTERIA,2020,['https://www.youtube.com/watch?v=uw2h0-b3NXo']
,,What is Love?,BgmSG_HeadPhone,,unclassified,MapleStory,,,,,,Starlight Headset: Cheer Up ft. Starlight,1005519,ASTERIA,2020,['https://www.youtube.com/watch?v=2cwyawTRvoM']
,,Golden Temple Field,BgmTH,,unclassified,MapleStory,,,,,,Golden Temple field,GoldTempleTH,StudioEIM,2007,['https://www.youtube.com/watch?v=NQPeBpjEYrs']
,,Floating Market Fields,BgmTH,,unclassified,MapleStory,,,,,,Thailand: Floating Market field,Thai,StudioEIM,2006,['https://www.youtube.com/watch?v=g1aZRs_r2nA']
,,Floating Market,BgmTH,,unclassified,MapleStory,,,,,,Thailand: Floating Market,Thai,StudioEIM,2006,['https://www.youtube.com/watch?v=2sJP_wp2pBg']
,,101 Building,BgmTW,,unclassified,MapleStory,,,,,,"Kerning Square, Taipei 101",101Building,StudioEIM,2007,['https://www.youtube.com/watch?v=_0qKfYQG7Rs']
,,101 Building Field,BgmTW,,unclassified,MapleStory,,,,,,"Kerning Square field, Taipei 101 field",101Building,StudioEIM,2007,['https://www.youtube.com/watch?v=hKYODtn_P84']
,,101 Building Subway,BgmTW,,unclassified,MapleStory,,,,,,"Kerning Square Subway, Taipei 101 Subway",101Building,StudioEIM,2007,['https://www.youtube.com/watch?v=iRxal9QpFb8']
,,2015 Gamaday Minigame,BgmTW,,unclassified,MapleStory,,,,,,Gamania 20th anniversary event: Tangerine Heaven minigame,Gamaday,StudioEIM,2015,['https://www.youtube.com/watch?v=H3YiN4_cfIc']
,,2015 Gamaday Park,BgmTW,,unclassified,MapleStory,,,,,,Gamania 20th anniversary event: Tangerine Heaven,Gamaday,StudioEIM,2015,['https://www.youtube.com/watch?v=nPEUYAvLVGQ']
,,Arisan Boss,BgmTW,,unclassified,MapleStory,,,,,,Alishan Summit: Shao boss theme,Arisan,StudioEIM,2015,['https://www.youtube.com/watch?v=vyn-pYh7OeM']
,,Arisan Field,BgmTW,,unclassified,MapleStory,,,,,,"Alishan Plains, Train Station",Arisan,StudioEIM,2015,['https://www.youtube.com/watch?v=pVMWdCykTro']
,,Bug World,BgmTW,,unclassified,MapleStory,,,,,,Bug World event,Event,StudioEIM,2014,['https://www.youtube.com/watch?v=87RytVeR85w']
,,Cake Map,BgmTW,,unclassified,MapleStory,,,,,,TaiwanMS 3rd Anniversary,Event,StudioEIM,2008,['https://www.youtube.com/watch?v=Dtvumci8eA0']
,,Cake Map 4th,BgmTW,,unclassified,MapleStory,,,,,,TaiwanMS 4th Anniversary,Event,StudioEIM,2009,['https://www.youtube.com/watch?v=91hJqJZypsM']
,,Chivalrous Fighter,BgmTW,,unclassified,MapleStory,,,,,,Zen tutorial,YuYuanCN,StudioEIM,2012,['https://www.youtube.com/watch?v=jRAx12W7QI8']
,,Concert Chair (Bass),BgmTW,,unclassified,MapleStory,,,,,,Concert Group chair effect: bass,3016100,StudioEIM,2015,['https://www.youtube.com/watch?v=0bhj1SiqzlE']
,,Concert Chair (Drum),BgmTW,,unclassified,MapleStory,,,,,,Concert Group chair effect: drum,3016100,StudioEIM,2015,['https://www.youtube.com/watch?v=x3DpSrAI9js']
,,Concert Chair (Drum + Bass),BgmTW,,unclassified,MapleStory,,,,,,Concert Group chair effect: drum + bass,3016100,StudioEIM,2015,['https://www.youtube.com/watch?v=SXFLOsagB1w']
,,Concert Chair (Drum + Bass + Keyboard),BgmTW,,unclassified,MapleStory,,,,,,Concert Group chair effect: drum + bass + keyboard,3016100,StudioEIM,2015,['https://www.youtube.com/watch?v=0nvAy3udpog']
,,Concert Chair (Drum + Bass + Keyboard + Guitar),BgmTW,,unclassified,MapleStory,,,,,,Concert Group chair effect: drum + bass + keyboard + guitar,3016100,StudioEIM,2015,['https://www.youtube.com/watch?v=0IgETnKxbns']
,,Concert Chair (Guitar),BgmTW,,unclassified,MapleStory,,,,,,Concert Group chair effect: guitar,3016100,StudioEIM,2015,['https://www.youtube.com/watch?v=rWDa7sOvYdM']
,,Concert Chair (Keyboard),BgmTW,,unclassified,MapleStory,,,,,,Concert Group chair effect: keyboard,3016100,StudioEIM,2015,['https://www.youtube.com/watch?v=stbAQs-rsyY']
,,Dev Room,BgmTW,,unclassified,MapleStory,,,,,,TaiwanMS developer event,Event,StudioEIM,2015,['https://www.youtube.com/watch?v=3D2hglui148']
,,Maple High School,BgmTW,,unclassified,MapleStory,,,,,,"Maple Leaf High, Sengoku High",SeoMoonJung,StudioEIM,2012,['https://www.youtube.com/watch?v=EJxiydqtb0k']
,,Night Field,BgmTW,,unclassified,MapleStory,,,,,,Taiwan: Night Market field,NightMarket,StudioEIM,2006,['https://www.youtube.com/watch?v=_-O1vvrWOZU']
,,Night Market,BgmTW,,unclassified,MapleStory,,,,,,Taiwan: Night Market,NightMarket,StudioEIM,2006,['https://www.youtube.com/watch?v=-sf4tEqd7co']
,,Thanksgiving Day,BgmTW,,unclassified,MapleStory,,,,,,TaiwanMS Mid-Autumn Festival,Kite_JP,StudioEIM,2012,['https://www.youtube.com/watch?v=HOm_PhJ41jM']
,,Yo Taipei,BgmTW,,unclassified,MapleStory,,,,,,Taiwan: Ximending,SeoMoonJung,StudioEIM,2006,['https://www.youtube.com/watch?v=Z1_N3UkmaMM']
,,Asiasoft Logo,BgmUI,,unclassified,MapleStory,,,,,,PlayPark-Asiasoft splash,TestServer,Wizet,2022,['https://www.youtube.com/watch?v=DX3BpdprACo']
,,Asiasoft Logo (Original),BgmUI,,unclassified,MapleStory,,,,,,Asiasoft splash,TestServer,Wizet,2005,['https://www.youtube.com/watch?v=2WWEkxSNljM']
,,Asiasoft Logo (PlayPark Original),BgmUI,,unclassified,MapleStory,,,,,,PlayPark-Asiasoft splash,TestServer,Wizet,2018,['https://www.youtube.com/watch?v=oAFLPYk6IvY']
,,Shopping Time!,BgmUI,,unclassified,MapleStory,,,,,,Cash Shop theme,FreeMarket,ASTERIA,2025,['https://www.youtube.com/watch?v=YC3D1BFpQ14']
,,MapleStory Universe Logo,BgmUI,,unclassified,MapleStory,,,,,,MapleStory Universe splash,TestServer,NEXPACE,2025,['https://www.youtube.com/watch?v=whwLhGUv3zI']
,,Nexon Logo,BgmUI,,unclassified,MapleStory,,,,,,Nexon splash,TestServer,StudioEIM,2003,['https://www.youtube.com/watch?v=xgQdq4awens']
,,Nexon Logo (30th Anniversary),BgmUI,,unclassified,MapleStory,,,,,,Nexon splash (30th anniversary),TestServer,ASTERIA,2024,['https://www.youtube.com/watch?v=SKB2GgUNLJU']
,,Nexon America Logo,BgmUI,,unclassified,MapleStory,,,,,,Nexon America splash,TestServer,StudioEIM,2009,['https://www.youtube.com/watch?v=IUnEmjvparM']
,,Nexpace Logo,BgmUI,,unclassified,MapleStory,,,,,,Nexpace splash,TestServer,NEXPACE,2025,['https://www.youtube.com/watch?v=fwx8_FmRoRw']
,,Shop Background Music,BgmUI,,unclassified,MapleStory,,,,,,Cash Shop theme,FreeMarket,CODASOUND,2003,['https://www.youtube.com/watch?v=4COWF5TAciY']
,,Title Screen,BgmUI,,unclassified,MapleStory,,,,,,Login theme,TestServer,CODASOUND,2003,['https://www.youtube.com/watch?v=BVSPMg-GWDc']
,,Title - 8th Anniversary,BgmUI,,unclassified,MapleStory,,,,,,8th anniversary login theme,TestServer,StudioEIM,2011,['https://www.youtube.com/watch?v=1GA7nJdEvN8']
,,Title Screen (Beta),BgmUI,,unclassified,MapleStory,,,,,,Login theme (Beta),TestServer,CODASOUND,2003,['https://www.youtube.com/watch?v=iKVmHtZMUno']
,,The Dark Ride: Limbo - Title Theme,BgmUI,,unclassified,MapleStory,,,,,,The Dark Ride: Limbo - login theme,2024DarkRide,ASTERIA,2024,['https://www.youtube.com/watch?v=H2g58kSwk7Q']
,,Memories of MapleStory,BgmUI,,unclassified,MapleStory,,,,,,Mikuni Shimokawa - Memories of MapleStory,TestServer,Mikuni Shimokawa,2009,['https://www.youtube.com/watch?v=VLZsjH3fr70']
,,Divinity,BgmUI,,unclassified,MapleStory,,,,,,Euphonius - Divinity,TestServer,Euphonius,2009,['https://www.youtube.com/watch?v=3L9fhgu2kDI']
,,Sakura Pop,BgmUI,,unclassified,MapleStory,,,,,,Jimang - Sakura Pop,TestServer,Jimang,2009,['https://www.youtube.com/watch?v=toyGN6s7-S8']
,,Hajimarino Story,BgmUI,,unclassified,MapleStory,,,,,,Haruka Shimotsuki - Hajimarino Story,TestServer,Haruka Shimotsuki,2010,['https://www.youtube.com/watch?v=KYVcqLAJJ6U']
,,Nanaironosekai,BgmUI,,unclassified,MapleStory,,,,,,Chata x Oster Project - Nanaironosekai,TestServer,Chata x Oster Project,2010,['https://www.youtube.com/watch?v=qM6ExgTX1KM']
,,Title - New Age,BgmUI,,unclassified,MapleStory,,,,,,New Age login theme,TestServer,ASTERIA,2023,['https://www.youtube.com/watch?v=zFsulKE0jcQ']
,,Ride or Die - Title Theme,BgmUI,,unclassified,MapleStory,,,,,,2024 Ride or Die event login theme,2024DarkRide,ASTERIA,2024,['https://www.youtube.com/watch?v=4IAVg2iqMRY']
,,Stargazer - Title Theme,BgmUI,,unclassified,MapleStory,,,,,,2025 Stargazer login theme,TestServer,ASTERIA,2025,['https://www.youtube.com/watch?v=CBSU7hPyuGM']
,,A Whole New World,BgmUI,,unclassified,MapleStory,,,,,,Ren Longxin - A Whole New World,TestServer,Ren Longxin,2016,['https://www.youtube.com/watch?v=elCoN7PAKBA']
,,World / Channel Select,BgmUI,,unclassified,MapleStory,,,,,,World / Channel Select (Beta),TestServer,CODASOUND,2003,['https://www.youtube.com/watch?v=jUkjEGFwN1A']
,,Wizet Logo,BgmUI,,unclassified,MapleStory,,,,,,Wizet splash,TestServer,StudioEIM,2003,['https://www.youtube.com/watch?v=gP_nqrfimxU']
,,Abysmal Ravine,BgmWz2,,unclassified,MapleStory,sea_underwater|hell,,,,,Abyss Expedition Season 3 - Zone 2,AbyssExpedition,ASTERIA,2023,['https://www.youtube.com/watch?v=4okUaUJX1f4']
,,Deep and White,BgmWz2,,unclassified,MapleStory,sea_underwater|hell,,,,,Abyss Expedition Season 4,AbyssExpedition,ASTERIA,2024,['https://www.youtube.com/watch?v=2ieG9WAhNrg']
,,Abyss Expedition,BgmWz2,,unclassified,MapleStory,sea_underwater|hell,,,,,Abyss Expedition Headquarters,AbyssExpedition,ASTERIA,2020,['https://www.youtube.com/watch?v=zK7LchvlqSs']
,,Abyss Expedition -Ambience ver.-,BgmWz2,,unclassified,MapleStory,sea_underwater|hell,,,,,Abyss Expedition Headquarters,AbyssExpedition,ASTERIA,2020,['https://www.youtube.com/watch?v=m8seC5IY-d4']
,,Mysterious Journey,BgmWz2,,unclassified,MapleStory,sea_underwater|hell,,,,,Abyss Expedition Season 3 - Zone 1,AbyssExpedition,ASTERIA,2023,['https://www.youtube.com/watch?v=OHAHEdXAlwY']
,,Paralyzed Waterfall,BgmWz2,,unclassified,MapleStory,sea_underwater|hell,,,,,Abyss Expedition Season 4,AbyssExpedition,ASTERIA,2024,['https://www.youtube.com/watch?v=-D-4gH9sLBI']
,,Aswan,BgmWz2,,unclassified,MapleStory,sea_underwater|hell,,,,,Abyss Expedition Season 5,AbyssExpedition,ASTERIA,2026,['https://www.youtube.com/watch?v=dHmUTPNF41c']
,,Oasis,BgmWz2,,unclassified,MapleStory,sea_underwater|hell,,,,,Abyss Expedition Season 5,AbyssExpedition,ASTERIA,2026,['https://www.youtube.com/watch?v=iXMsVku2Uqc']
,,Thirst,BgmWz2,,unclassified,MapleStory,sea_underwater|hell,,,,,Abyss Expedition Season 5,AbyssExpedition,ASTERIA,2026,['https://www.youtube.com/watch?v=dK-BWDDx_5g']
,,Snowy Abyss,BgmWz2,,unclassified,MapleStory,snow_ice|sea_underwater|hell,,,,,Abyss Expedition Season 4,AbyssExpedition,ASTERIA,2024,['https://www.youtube.com/watch?v=u4cO-QLFWDQ']
,,The Bottom End,BgmWz2,,unclassified,MapleStory,sea_underwater|hell,,,,,Abyss Expedition Season 3 - Zone 3,AbyssExpedition,ASTERIA,2023,['https://www.youtube.com/watch?v=Jkr7wR56rs0']
,,We Are Not Afraid,BgmWz2,,unclassified,MapleStory,sea_underwater|hell,,,,,Abyss Expedition Season 3 - Boss,AbyssExpedition,ASTERIA,2023,['https://www.youtube.com/watch?v=Ki484AHm-SA']
,,Where the Great Expedition Begins -Ambience ver.-,BgmWz2,,unclassified,MapleStory,sea_underwater|hell,,,,,Abyss Expedition Season 3 - Headquarters,AbyssExpedition,ASTERIA,2023,['https://www.youtube.com/watch?v=pY1vslezYIM']
,,Where the Great Expedition Begins,BgmWz2,,unclassified,MapleStory,sea_underwater|hell,,,,,Abyss Expedition Season 3 - Headquarters,AbyssExpedition,ASTERIA,2023,['https://www.youtube.com/watch?v=-Tt0UfX-Sco']
,,Amazing Abyss,BgmWz2,,unclassified,MapleStory,cave_underground|sea_underwater|hell,,,,,Abyss Expedition Underground,AbyssExpedition,ASTERIA,2020,['https://www.youtube.com/watch?v=GRcGdhNMkUE']
,,Hut of the Wind,BgmWz2,,unclassified,MapleStory,,,,,,Lian Plateau: Hut of the Wind,RedMoon,ASTERIA,2025,['https://www.youtube.com/watch?v=3r0aXK-leK8']
,,Capoo's Adventure,BgmWz2,,unclassified,MapleStory,,,,,,2023 BUGCAT CAPOO collaboration,Capoo2,ASTERIA,2023,['https://www.youtube.com/watch?v=CmWbW46X5zc']
,,Season's Greeting,BgmWz2,,unclassified,MapleStory,,,,,,2019 Lunar New Year event,PL_CNY2018,ASTERIA,2018,['https://www.youtube.com/watch?v=1VzASddjwtE']
,,Lunar New Year: Love Letter A,BgmWz2,,unclassified,MapleStory,,,,,,2019 Lunar New Year event,PL_CNY2018,ASTERIA,2018,['https://www.youtube.com/watch?v=m8MB56duRb0']
,,Lunar New Year: Love Letter B,BgmWz2,,unclassified,MapleStory,,,,,,2019 Lunar New Year event,PL_CNY2018,ASTERIA,2018,['https://www.youtube.com/watch?v=q4he8niW-gk']
,,Corona Festival,BgmWz2,,unclassified,MapleStory,,,,,,Corona Festival event,CoronaFestival,ASTERIA,2019,['https://www.youtube.com/watch?v=LeVuQMIp8LU']
,,Corona Festival 2,BgmWz2,,unclassified,MapleStory,,,,,,Corona Festival event,CoronaFestival,ASTERIA,2019,['https://www.youtube.com/watch?v=uacIrAAFoUg']
,,Corona Festival 3,BgmWz2,,unclassified,MapleStory,,,,,,Corona Festival event,CoronaFestival,ASTERIA,2019,['https://www.youtube.com/watch?v=Rum7J6MVrEk']
,,Dark Abyss,BgmWz2,,unclassified,MapleStory,cave_underground|sea_underwater|hell,,,,,Abyss Expedition Underground,AbyssExpedition,ASTERIA,2020,['https://www.youtube.com/watch?v=N9Mf6AjKey4']
,,Dizzy Bumper Car,BgmWz2,,unclassified,MapleStory,,,,,,Rien Night Circus event,Wz2_annual,ASTERIA,2021,['https://www.youtube.com/watch?v=38wfZsVNvH4']
,,Festival Under Our Protection,BgmWz2,,unclassified,MapleStory,,,,,,Omega Sector Night Troupe event,Wz2_annual,ASTERIA,2025,['https://www.youtube.com/watch?v=y_SavuvIfq4']
,,Flower Pig Dream Rider,BgmWz2,,unclassified,MapleStory,,,,,,Henesys Night Circus event,Wz2_annual,ASTERIA,2020,['https://www.youtube.com/watch?v=vPqBD7zhxQM']
,,Flowing Time,BgmWz2,,unclassified,MapleStory,,,,,,Ludibrium Night Troupe event,Wz2_annual,ASTERIA,2023,['https://www.youtube.com/watch?v=R7FUsiwP72c']
,,Freeze to Our Victory,BgmWz2,,unclassified,MapleStory,,,,,,Omega Sector Night Troupe event,Wz2_annual,ASTERIA,2025,['https://www.youtube.com/watch?v=6vOpsLDVX2M']
,,Funny Time Maker -Orchestra-,BgmWz2,,unclassified,MapleStory,,,,,,Ludibrium Night Troupe event,Wz2_annual,ASTERIA,2023,['https://www.youtube.com/watch?v=3b-9Q7lKZsI']
,,Guild Castle - Comfort,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle rooms,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=rRD8u0lC1Sk']
,,Guild Castle - Comfort (Original),BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle rooms,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=8WvbkyUOIq0']
,,Guild Castle - Fallen Apart,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle storyline,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=R80N1l0yLx4']
,,Guild Castle - Full of Joy and Laughter,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle rooms,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=fCNVyxYUPVI']
,,Guild Castle - His Reminiscence,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle storyline,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=KhOENRUu5cU']
,,Guild Castle - Lobby,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=BJqbj-KUOmE']
,,Guild Castle - Lobby (Original),BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=qmascDrqSlk']
,,Borderless -Piano ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle jukebox,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=3VBdAYVSrBA']
,,Neo Castle -Piano ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle jukebox,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=nmf7IdQDZXc']
,,For Einherjar -Piano ver.-,BgmWz2,,unclassified,MapleStory,,,,,,Guild Castle jukebox,GuildCastle,ASTERIA,2023,['https://www.youtube.com/watch?v=surMcwFVg8E']
