Name,Played in,_source_page,_wiki_api,biome_category,col2,game
FadedWinter,Kaling Boss Battle: Phase 2,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
RuinationOfFourSeasons,Kaling Boss Battle: Phase 3,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
The Beginnig of The Adventure,Maple Island (Destiny Update),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Just Another Maple Leaf,Explorer Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Endless Curse,Explorer Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Noblesse nostalgia,Cygnus Knights Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Resting place of God,Cygnus Knights Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Knight of Light,Cygnus Knights Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Warning! Unknown Area,Monster Park Extreme,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
The Lost City among the Clouds,Odium: Town and Road to the Castle's Gate,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Alley on the Other Side,Odium: Captured Alley,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Irreversible Abomination,Odium: Laboratory Behind Locked Door,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Sunshine blurring the Unknown,Odium: Sunny Laboratory,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Four Perils Astray,Odium Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
The other side of the dimension,Grand Athenaeum (2022),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Lord’s Castle,Erimos,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Oasis in the Desert,Erimos,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Outskirts of Erimos,Erimos,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Realize truth,Khali Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Carnival of the Night,Khali Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Oblivion,Khali Skill: Oblivion,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
The land of peach blossoms,Shangri-La,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Four Auspicious Beasts,Shangri-La,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
The other side of ShangriLa,Shangri-La Fields,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Tangled Nebula,6th Job Advancement Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Radiant Triumph,6th Job Advancement Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Radiant Triumph Reprise,6th Job Advancement Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Fierce fortress,Arteria,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Painful and lingering death,Arteria,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Shadowy passage,Arteria,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Advance of Alliance,Arteria Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Cygnus's rest,Arteria Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
An occupied coast,Carcion,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
The great tropics,Carcion,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
An approaching abyss,Carcion,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
The eyes of the ishfira,Carcion,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Tears of eternity,Carcion,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Tears of eternity_loop,Carcion,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Wall01,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Wall02,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WallLoadCity,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Traning,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FeelGood,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HeatUP,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheAftermath,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BeastTamerColloseum,Tournament of Heroes Arena,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BeastTamerKoboltCave,Arboren: Kobold Pit,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BeastTamerWoodTown,Arboren,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
commerceBattle,Commerci Trade Voyages (when a boss appears),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
commercIng,Commerci Trade Voyages,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
commerzBeach,Commerci Republic: Berry,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
commerzCanal,Commerci Republic: Canals,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
commerzForest,Commerci Republic: Sospetto Forest,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
rock'nBattle,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
rock'nBattleTiger,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
velludBossBattle,Gollux Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
velludfieldBattle,Gollux Mob Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
GoShanghai,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
GoShanghai,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ShanghaiField,"Shanghai: Rural Area (SEA, JMS)",Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ShanghaiField,"Shanghai: Rural Area (CMS, GMS)",Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Yuyuan,Shaolin Temple: Secret Library,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
PvP,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
shaolin_songshan,Mount Song,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
shaolin_daxiongbaodian,Shaolin Temple,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
shaolin_mishi,Shaolin Temple,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
shaolin_cangjingge,Shaolin Temple,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
shaolin_shan,Mount Song Fields,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
EnSchool,English School (unused),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
summerboating02,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
summerboating03,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
summerboating01,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DragonTigerField,Gold Dragon Dojo and Red Tiger Dojo,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DragonTigerDungeon,Gold Dragon Dojo and Red Tiger Dojo,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DragonTigerField2,Gold Dragon Dojo and Red Tiger Dojo,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
newYuyuan,Shanghai: Yu Garden,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
newNanjinglu,Shanghai: Nanjing Road,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
newWaitan,Shanghai: The Bund,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
shaolinBoss,Chief Priest Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FunnyRabbit,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FunnyRabbitFaster,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
wedding,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
weddingDance,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
wichTower,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
dolphin_noon,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
dolphin_night,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
halloweenMainHall,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
halloweenParty,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
halloweenracing,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
RabbitInvasion,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
coordiKing,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
captureTheFlag,Flag Race,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
maxLevelChair,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
mapleGalaxy,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
mapleGalaxy2,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
GalaxyisDangerous,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LittleMaplePlanet,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WelcomeToThe15thStreet,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
salonRise,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
awake_Event,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
fullMoonParty,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
18th_Event,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
mapleLIVE_pinkbean,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
mapleLIVE,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
chuchu,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
NewLogin_Jazz,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
RaindropFlower_Jazz,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheCygnusGarden_Jazz,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheFantasticThinking_Jazz,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
StarlightSymphony,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Aquarium_Lofi,Aquarium (Lofi ver.),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
IlliyardMoor_Lofi,Illiyard (Lofi ver.),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Leafre_Lofi,Leafre (Lofi ver.),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FrozenLink_Lofi,Little Maple Planet (Lofi ver.),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
19th_Event,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HiddenCatch,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ignition,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
risingStar,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
risingStar2,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
kiteBgm,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
tenthBoard,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
rhythmBgm1,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
rhythmBgm2,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
rhythmBgm3,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
rhythmBgm4,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
rhythmBgm5,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
miniGameStation,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
santaRocks,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
santaBeats,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
VEvent,MapleStory: V,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WaterGunGame,Event and MNN Broadcast Station,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Mashup,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
clubHalloween,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
adventureIsland,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
battleHorizon,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Newtro_Kingdom,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Newtro_Disco,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Newtro_Henesys,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Newtro_Ludibrium,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Newtro_ChuChu,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Newtro_Orbis,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Busters_Mushroom,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Busters_Hog,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Busters_Necki,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Newtro_Login,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Newtro_FlorinaBeach,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
glory_Base,MapleStory: Glory,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
goblinMarket,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
pinkbeanSpotlight,Pink Bean Skill: Tricolor Spotlight,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ignitionFullMoonParty,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
wonstaurant,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Xmas 01 Henesys,Henesys during Christmas,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Xmas 02 Leafre,Leafre during Christmas,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Xmas 03 The Lake of Oblivion,Nameless Town during Christmas,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Dancing_Sea_Otter,Event: Identisk Island,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Dancing_Sea_Otter_Festival,Event: Identisk Island,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Anniv1,Event,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FantasticThemePark,Fantasy Theme World (pre-revamp),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FantasticThemePark2017,Fantasy Theme World (post-revamp),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
amoria,Amoria,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
chapel,Chapel Wedding,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
cathedral,Cathedral Wedding,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Amorianchallenge,Amorian Challenge,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
NLCupbeat,New Leaf City: MesoGears,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
NLChunt,New Leaf City Fields,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
NLCtown,New Leaf City: NLC Town Center,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HauntedHouse,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
CrimsonwoodKeep,Crimsonwood Mountain,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Bigfoot,Crimsonwood: Phantom Forest,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
PhantomForest,Crimsonwood: Phantom Forest,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
CrimsonwoodKeepInterior,Crimsonwood: Crimsonwood Keep,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
GrandmastersGauntlet,Crimsonwood Keep Party Quest: Twisted Masters Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
PartyQuestGL,Crimsonwood Keep Party Quest<br />Jett Tutorial,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Courtyard,Crimsonwood: Courtyard (unused),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
6th_skill,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Image1,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
NLC_town,New Leaf City: Alien Invasion (unused),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
NLC_boss,Cerberusian Gigantic Drill Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
NLC_field,New Leaf City Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
NLC_kidnap,New Leaf City: Alien Base,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Blackgate,Blackgate City (unused),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MadHouse,Event: MadHouse,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MadHouseEnding,Event: MadHouse,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Feeling,Mushroom Shrine Fields,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BizarreForest,Mushroom Shrine: Cemetery / Vanished Village,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Hana,Showa: Near the Hideout (Beautiful Sky),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Yume,Showa,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Bathroom,Showa: Bath House,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BattleField,Showa: Hideout,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FirstStepMaster,Mushroom Town Training Camp (unused),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
CastleOutSide,Ninja Castle Outside,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
CastleInside,Ninja Castle Inside,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
CastleBoss,False Daimyo / Gigatoad Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
CastleTrap,Ninja Castle Trap,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WhenTheMorningComes,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Elfwoods,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
CityHall,Tokyo,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
CityWarfare,Tokyo,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Gabuki,Tokyo,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TCBoss,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
GoddessMark,MapleStory: Ignition theme song - Megami no hyō,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Kamuna,Mushroom Shrine: Forest of Oblivion / Kamuna,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Odaiba,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Park,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
"""",Akiabara,Music,https://maplestory.fandom.com/api.php,unclassified,Unused,MapleStory
Office,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Tokyosky,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Rockbongi1,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Rockbongi2,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Kecon,Japanese Wedding / Momijigaoka: Master Room,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SengokuBoss,Takigawa Kazumasu Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Momijigaoka,Momijigaoka,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
InsideHonnouji,"Honnouji, Mori Ranmaru Boss Battle",Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MomijiNoSakamichi,Momijigaoka Fields,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SengokuOgassenn,Unused,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Hieijan,Hieizan Temple,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Hieijan_nohime,Hieizan Temple / Princess No Party Quest,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DarknessSoul,Cross Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
TheCrossBrigade,Cross Brigade Headquarters,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
CorruptioSanguinis,Cross Brigade Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Feeling,Mushroom Shrine Fields,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
BizarreForest,Mushroom Shrine: Cemetery / Vanished Village,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Kamuna,Mushroom Shrine: Forest of Oblivion / Kamuna,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LegendofZipang,Mushroom Shrine Tales,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LegendofZipang_Reprise,Mushroom Shrine Tales,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LegendofZipang_Sad,Mushroom Shrine Tales,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LegendofZipang_Silence,Mushroom Shrine,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LivingAgain,Mushroom Shrine Tales,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LivingAgain_Reprise,Mushroom Shrine Tales,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Tengou'sTrial,Tengu Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ZipangHero,Mushroom Shrine Tales,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
YokaiBoso,Mushroom Shrine Tales,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Fate,Mo Xuan Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Hyunsanpa,,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Indomitable,,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Hajin,,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Threat,,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
GodOfWar,Mo Xuan Questline,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Hyunsan,,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
5thHyunsanpaUnleashedEnergy,Mo Xuan Skill: Unleashed Energy,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
KualaLumpur,Trend Zone Metropolis and Kampung Village,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Highland,Kampung Village: Fantasy Theme Park,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SolarDeity:NoonOfJustice,Chosen Seren Boss Battle: Phase 2 (Noon mode),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SolarDeity:TwilightOfFlame,Chosen Seren Boss Battle: Phase 2 (Sunset mode),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SolarDeity:MidnightOfSilence,Chosen Seren Boss Battle: Phase 2 (Midnight mode),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
w:c:maplestory-music:Solar Deity: Dawn Of Hope|SolarDeity:DawnOfHope]],Chosen Seren Boss Battle: Phase 2 (Dawn mode),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
GuardianSlime:Battle,Guardian Angel Slime Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
GuardianSlime:Wave,Guardian Angel Slime Boss Battle: Wave mode,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
FuryOfTheWatcher,Kalos the Guardian Boss Battle: Phase 2,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WornOutFury,Kalos the Guardian Boss Battle: Phase 2 (Final 25% of HP),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Boss_SilveryWolf,Akechi Mitsuhide Boss Battle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Boss_SilveryWolf_v2_1,Akechi Mitsuhide Boss Battle: Overwhelm mode,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MD_InvadeOperation,Hyperspace Cube,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MD_AcornDetective_AR,Stellar Detectives,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
MD_AcornDetective_MR,Stellar Detectives,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LandofWarriors_Day,The Afterlands: Land of Warriors (Day),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LandofWarriors_Night,The Afterlands: Land of Warriors (Night),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LandofRiches_Day,The Afterlands: Land of Riches (Day),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LandofRiches_Night,The Afterlands: Land of Riches (Night),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LandofContemplation_Day,The Afterlands: Land of Contemplation (Day),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LandofContemplation_Night,The Afterlands: Land of Contemplation (Night),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LandofInnocence_Day,The Afterlands: Land of Innocence (Day),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
LandofInnocence_Night,The Afterlands: Land of Innocence (Night),Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WeAreThePioneers,Event: Eluna Exploration,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SongOfTheNati,Event: Eluna Exploration,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
Eluna,Event: Eluna Exploration,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
UnexploredEluna,Event: Eluna Exploration,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
SpiritualWeight,Event: Eluna Exploration,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
ElunaExpress,Event: Eluna Exploration,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
DiceMaster,Event: Battle Party,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WinterCastle,Event: Winter Castle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
WinterCastle_DownHill,Event: Winter Castle,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
GodOfBrain,Event: God of Brain,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
GunMan,Event: Western Gunman,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HiddenTales_Mystery,Event: Secret Stories,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
HiddenTales_Tension,Event: Secret Stories,Music,https://maplestory.fandom.com/api.php,unclassified,,MapleStory
